HOY,Head,Chest,Back,Pelvis,Left_shoulder,Right_shoulder,Left_arm,Right_arm,Left_hand,Right_hand,Left_thigh,Right_thigh,Left_calf,Right_calf,Left_foot,Right_foot
0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.5,0.25,0.39,0.10,0.21,0.06,0.17,0.08,0.09,0.04,0.05,0.09,0.24,0.17,0.21,0.04,0.05
9.5,1.71,2.62,0.61,1.48,0.41,1.17,0.57,0.64,0.28,0.34,0.61,1.72,1.27,1.45,0.32,0.38
10.5,2.79,3.63,1.20,2.53,0.58,1.95,0.94,1.08,0.46,0.57,0.93,2.94,2.11,2.48,0.56,0.71
11.5,3.45,3.67,1.89,3.32,0.53,2.43,1.15,1.36,0.59,0.71,1.05,3.74,2.43,3.09,0.66,0.95
12.5,3.57,3.02,2.64,3.67,0.34,2.49,1.07,1.38,0.62,0.72,0.99,3.94,2.02,3.17,0.60,1.01
13.5,3.04,2.10,3.01,3.39,0.19,2.09,0.67,1.16,0.52,0.61,0.80,3.45,1.24,2.70,0.43,0.87
14.5,1.70,1.23,1.73,2.11,0.12,1.31,0.32,0.78,0.29,0.41,0.55,2.36,0.80,1.88,0.27,0.59
15.5,0.66,0.57,0.57,0.78,0.06,0.51,0.14,0.32,0.11,0.18,0.22,0.97,0.40,0.87,0.13,0.26
16.5,0.04,0.05,0.03,0.04,0.01,0.03,0.01,0.02,0.01,0.01,0.01,0.05,0.03,0.04,0.01,0.01
17.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
25.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
28.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32.5,0.25,0.39,0.10,0.21,0.06,0.17,0.08,0.09,0.04,0.05,0.09,0.24,0.17,0.21,0.04,0.05
33.5,1.74,2.68,0.61,1.50,0.42,1.18,0.58,0.66,0.28,0.35,0.62,1.74,1.30,1.48,0.33,0.38
34.5,2.82,3.67,1.21,2.55,0.59,1.97,0.96,1.09,0.47,0.58,0.94,2.97,2.14,2.50,0.57,0.71
35.5,3.51,3.73,1.91,3.37,0.54,2.47,1.17,1.38,0.60,0.72,1.07,3.80,2.47,3.14,0.67,0.97
36.5,3.62,3.06,2.68,3.73,0.35,2.53,1.09,1.41,0.63,0.73,1.00,4.00,2.06,3.22,0.61,1.02
37.5,3.10,2.13,3.08,3.46,0.19,2.13,0.69,1.18,0.53,0.63,0.82,3.52,1.26,2.75,0.44,0.89
38.5,1.74,1.25,1.78,2.17,0.12,1.34,0.32,0.79,0.30,0.42,0.56,2.42,0.81,1.92,0.28,0.60
39.5,0.66,0.57,0.58,0.79,0.06,0.52,0.14,0.33,0.11,0.19,0.22,0.99,0.40,0.89,0.13,0.27
40.5,0.05,0.05,0.03,0.05,0.01,0.04,0.01,0.02,0.01,0.01,0.02,0.05,0.03,0.05,0.01,0.01
41.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
44.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
47.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
49.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
