HOY,Head,Chest,Back,Pelvis,Left_shoulder,Right_shoulder,Left_arm,Right_arm,Left_hand,Right_hand,Left_thigh,Right_thigh,Left_calf,Right_calf,Left_foot,Right_foot
1880.5,0.65,0.82,0.29,0.41,0.10,0.50,0.18,0.28,0.09,0.15,0.43,0.47,0.44,0.53,0.13,0.18
1881.5,1.19,1.58,0.47,0.71,0.19,0.91,0.32,0.51,0.15,0.27,0.76,0.84,0.78,0.94,0.23,0.32
1882.5,1.70,2.42,0.73,1.15,0.28,1.51,0.49,0.91,0.25,0.49,1.24,1.50,1.23,1.69,0.39,0.60
1883.5,2.02,2.59,1.08,1.55,0.28,1.95,0.60,1.22,0.31,0.66,1.64,2.06,1.54,2.30,0.51,0.88
1884.5,2.06,2.05,1.42,1.64,0.21,1.95,0.59,1.25,0.32,0.68,1.62,2.12,1.45,2.34,0.52,0.98
1885.5,1.90,1.55,1.63,1.50,0.14,1.65,0.49,1.05,0.32,0.60,1.51,1.82,1.32,1.97,0.50,0.89
1886.5,1.18,0.97,0.96,0.87,0.10,0.98,0.29,0.63,0.20,0.36,0.82,1.07,0.80,1.15,0.30,0.52
1887.5,0.72,0.64,0.51,0.52,0.07,0.57,0.19,0.34,0.11,0.19,0.48,0.59,0.48,0.64,0.17,0.27
1888.5,0.44,0.41,0.29,0.31,0.05,0.34,0.12,0.20,0.07,0.11,0.29,0.35,0.29,0.38,0.10,0.15
1889.5,0.21,0.20,0.13,0.14,0.02,0.16,0.05,0.09,0.03,0.05,0.14,0.16,0.14,0.17,0.05,0.07
4112.5,0.78,1.00,0.37,0.54,0.13,0.61,0.22,0.34,0.11,0.18,0.53,0.62,0.56,0.68,0.17,0.24
4113.5,1.22,1.81,0.51,0.88,0.25,0.98,0.39,0.56,0.19,0.30,0.93,1.01,0.98,1.14,0.29,0.38
4114.5,1.66,2.43,0.69,1.23,0.34,1.35,0.55,0.77,0.27,0.42,1.37,1.39,1.38,1.59,0.42,0.55
4115.5,1.91,2.35,0.97,1.47,0.31,1.53,0.63,0.88,0.32,0.48,1.65,1.60,1.56,1.80,0.49,0.66
4116.5,1.92,1.86,1.20,1.53,0.22,1.50,0.60,0.87,0.33,0.49,1.64,1.61,1.50,1.77,0.50,0.69
4117.5,1.49,1.32,1.05,1.23,0.14,1.19,0.42,0.71,0.26,0.41,1.26,1.33,1.16,1.46,0.41,0.61
4118.5,1.15,0.98,0.86,0.97,0.10,0.91,0.31,0.56,0.21,0.32,0.91,1.06,0.88,1.17,0.32,0.50
4119.5,0.79,0.72,0.54,0.61,0.08,0.61,0.21,0.36,0.13,0.20,0.52,0.68,0.54,0.73,0.19,0.30
4120.5,0.58,0.56,0.36,0.41,0.07,0.44,0.15,0.25,0.09,0.14,0.37,0.47,0.38,0.49,0.13,0.19
