chest,head,back,pelvis,leftarm,leftleg,leftfoot,lefthand,leftshoulder,leftthigh,rightarm,rightleg,rightfoot,righthand,rightshoulder,rightthigh
2.838,2.007,0.801,1.149,0.547,1.273,0.35,0.26,0.363,1.187,0.807,1.514,0.48,0.419,1.48,1.387
4.675,3.311,1.264,1.89,0.92,2.091,0.618,0.438,0.64,1.944,1.326,2.443,0.8,0.707,2.354,2.311
5.543,4.279,1.826,2.658,1.196,2.806,0.82,0.565,0.726,2.724,1.793,3.412,1.117,0.953,3.371,3.186
5.464,4.803,2.52,3.069,1.339,3.068,0.958,0.698,0.646,3.153,2.122,3.905,1.376,1.114,3.728,3.637
4.653,4.888,3.046,3.15,1.386,2.968,0.967,0.704,0.514,3.12,2.137,3.795,1.457,1.104,3.707,3.72
3.47,4.129,3.137,2.809,1.139,2.494,0.826,0.645,0.371,2.734,1.91,3.228,1.333,1.012,3.253,3.266
2.408,2.949,2.298,2.095,0.748,1.809,0.624,0.49,0.249,1.883,1.428,2.534,1.061,0.808,2.383,2.396
1.68,1.956,1.457,1.352,0.476,1.149,0.406,0.307,0.189,1.151,0.919,1.671,0.682,0.487,1.574,1.532
1.125,1.24,0.825,0.778,0.302,0.701,0.242,0.177,0.133,0.703,0.54,0.974,0.399,0.291,0.946,0.956
0.572,0.578,0.381,0.356,0.146,0.32,0.105,0.086,0.068,0.332,0.252,0.429,0.175,0.139,0.445,0.414
2.729,2.048,0.99,1.319,0.579,1.356,0.408,0.291,0.319,1.245,0.863,1.602,0.549,0.45,1.547,1.514
3.372,2.613,1.205,1.777,0.769,1.843,0.546,0.397,0.437,1.711,1.178,2.161,0.806,0.601,2.065,2.068
3.844,3.03,1.585,2.186,0.918,2.22,0.649,0.466,0.468,2.071,1.395,2.723,0.982,0.745,2.433,2.58
3.779,3.336,1.899,2.41,0.973,2.253,0.709,0.53,0.452,2.201,1.484,2.856,1.064,0.811,2.68,2.84
3.4,3.235,2.199,2.515,0.991,2.155,0.705,0.539,0.374,2.176,1.582,2.846,1.13,0.832,2.611,2.751
2.831,2.906,2.114,2.308,0.775,1.934,0.651,0.477,0.303,1.946,1.393,2.55,1.031,0.773,2.431,2.562
2.268,2.397,1.666,1.804,0.633,1.484,0.498,0.39,0.235,1.466,1.117,2.041,0.845,0.592,1.897,2.023
1.801,1.869,1.307,1.355,0.478,1.153,0.403,0.281,0.194,1.135,0.833,1.616,0.654,0.474,1.497,1.59
1.484,1.451,0.926,0.995,0.387,0.864,0.298,0.229,0.168,0.87,0.681,1.176,0.471,0.359,1.142,1.164
1.153,1.174,0.692,0.711,0.31,0.679,0.206,0.166,0.139,0.657,0.495,0.874,0.342,0.265,0.861,0.815
3.404,2.458,0.966,1.445,0.647,1.508,0.443,0.303,0.44,1.408,0.98,1.803,0.599,0.491,1.772,1.66
5.188,3.69,1.45,2.189,1.065,2.515,0.693,0.548,0.649,2.271,1.612,2.886,0.935,0.823,2.792,2.642
5.898,4.743,2.181,3.006,1.387,3.164,0.923,0.676,0.748,3.14,2.142,3.647,1.271,1.096,3.678,3.419
5.431,5.102,2.7,3.285,1.469,3.392,1.078,0.737,0.662,3.417,2.309,3.927,1.54,1.194,4.097,3.972
4.56,4.918,3.311,3.372,1.328,2.956,0.982,0.726,0.484,3.253,2.207,4.035,1.518,1.156,3.75,3.897
3.312,3.93,3.098,2.799,1.03,2.46,0.854,0.664,0.324,2.662,1.854,3.311,1.374,1.025,3.227,3.279
2.284,2.781,2.258,1.913,0.689,1.681,0.581,0.422,0.227,1.778,1.391,2.37,1.055,0.734,2.207,2.258
1.648,1.821,1.327,1.345,0.462,1.056,0.364,0.288,0.19,1.081,0.85,1.524,0.624,0.459,1.429,1.501
1.065,1.092,0.754,0.711,0.276,0.617,0.205,0.168,0.111,0.633,0.484,0.902,0.358,0.26,0.832,0.834
0.444,0.457,0.294,0.272,0.117,0.25,0.083,0.066,0.051,0.255,0.195,0.343,0.131,0.107,0.335,0.334
0.416,0.347,0.191,0.234,0.096,0.222,0.068,0.053,0.048,0.223,0.154,0.284,0.101,0.081,0.276,0.265
3.347,2.515,0.937,1.351,0.692,1.517,0.431,0.311,0.448,1.443,0.968,1.701,0.582,0.5,1.79,1.576
4.708,3.867,1.703,2.203,1.083,2.322,0.657,0.519,0.612,2.304,1.536,2.703,0.913,0.835,2.918,2.597
4.91,4.667,2.583,2.673,1.284,2.804,0.793,0.691,0.547,2.777,1.909,3.211,1.184,1.002,3.556,3.15
3.92,4.714,3.015,2.836,1.293,2.649,0.845,0.673,0.461,2.658,1.914,3.131,1.203,1.029,3.449,3.101
2.82,3.782,2.771,2.318,0.929,1.996,0.675,0.545,0.327,2.185,1.589,2.633,1.057,0.808,2.78,2.58
1.756,2.277,1.798,1.476,0.567,1.262,0.448,0.361,0.185,1.319,1.044,1.722,0.742,0.539,1.82,1.703
0.609,0.636,0.421,0.435,0.173,0.397,0.13,0.101,0.069,0.391,0.278,0.521,0.195,0.149,0.484,0.488
0.004,0.004,0.002,0.003,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.002,0.003
0.004,0.004,0.002,0.003,0.001,0.002,0.001,0.0,0.001,0.001,0.001,0.003,0.001,0.001,0.002,0.003
