HOY,Head,Chest,Back,Pelvis,Left_shoulder,Right_shoulder,Left_arm,Right_arm,Left_hand,Right_hand,Left_thigh,Right_thigh,Left_calf,Right_calf,Left_foot,Right_foot
1880.5,2.39,3.42,0.92,1.42,0.43,1.76,0.64,1.00,0.32,0.49,1.38,1.61,1.49,1.74,0.43,0.59
1881.5,3.47,5.03,1.42,2.06,0.65,2.62,1.01,1.43,0.47,0.77,2.13,2.41,2.33,2.63,0.67,0.89
1882.5,4.35,5.73,1.90,2.72,0.69,3.38,1.26,1.90,0.62,0.94,2.79,3.18,2.85,3.32,0.85,1.17
1883.5,4.72,5.41,2.53,3.04,0.66,3.71,1.38,2.09,0.69,1.12,3.01,3.63,3.07,3.82,0.93,1.38
1884.5,4.80,4.50,3.04,3.25,0.53,3.60,1.31,2.10,0.72,1.12,3.03,3.60,2.91,3.75,0.97,1.48
1885.5,4.10,3.42,3.04,2.77,0.35,3.21,1.05,1.86,0.66,1.00,2.69,3.15,2.39,3.22,0.82,1.31
1886.5,3.18,2.48,2.37,2.27,0.26,2.44,0.77,1.43,0.49,0.78,1.92,2.50,1.86,2.64,0.66,1.03
1887.5,2.22,1.82,1.66,1.51,0.20,1.72,0.56,1.00,0.36,0.55,1.30,1.79,1.27,1.83,0.44,0.79
1888.5,1.45,1.34,1.01,0.96,0.15,1.10,0.36,0.66,0.21,0.36,0.86,1.15,0.83,1.24,0.29,0.51
1889.5,0.78,0.81,0.52,0.49,0.09,0.60,0.20,0.35,0.12,0.19,0.47,0.61,0.45,0.63,0.16,0.24
4112.5,2.06,2.65,0.94,1.27,0.34,1.53,0.56,0.86,0.28,0.47,1.18,1.50,1.39,1.58,0.38,0.56
4113.5,2.53,3.18,1.18,1.55,0.40,2.00,0.70,1.06,0.34,0.57,1.55,1.85,1.67,1.90,0.50,0.69
4114.5,2.82,3.57,1.45,1.88,0.44,2.25,0.80,1.24,0.40,0.65,1.81,2.29,1.93,2.40,0.56,0.81
4115.5,2.89,3.40,1.72,2.11,0.41,2.44,0.91,1.31,0.49,0.70,1.94,2.52,2.09,2.53,0.62,0.97
4116.5,2.90,2.99,1.88,2.16,0.32,2.27,0.81,1.33,0.47,0.70,1.87,2.47,1.90,2.47,0.63,0.98
4117.5,2.67,2.57,1.92,1.98,0.28,2.29,0.72,1.21,0.40,0.69,1.67,2.21,1.62,2.32,0.58,0.95
4118.5,2.29,2.09,1.59,1.62,0.22,1.95,0.56,1.04,0.36,0.54,1.39,1.92,1.35,1.89,0.44,0.80
4119.5,1.85,1.77,1.29,1.25,0.20,1.40,0.47,0.81,0.28,0.46,1.10,1.50,1.08,1.49,0.37,0.62
4120.5,1.49,1.54,1.02,1.13,0.18,1.16,0.38,0.66,0.23,0.35,0.88,1.14,0.90,1.27,0.30,0.49
4121.5,1.20,1.25,0.77,0.79,0.15,0.96,0.32,0.54,0.19,0.28,0.70,0.90,0.71,0.93,0.23,0.39
6368.5,2.23,3.20,0.82,1.28,0.42,1.65,0.59,0.88,0.29,0.47,1.26,1.50,1.47,1.66,0.40,0.52
6369.5,3.21,4.29,1.18,1.79,0.56,2.39,0.85,1.33,0.40,0.65,1.84,2.19,2.02,2.32,0.57,0.77
6370.5,3.87,4.77,1.68,2.21,0.58,2.83,1.02,1.61,0.52,0.86,2.32,2.69,2.42,2.79,0.68,0.96
6371.5,3.99,4.13,2.11,2.55,0.50,3.02,1.12,1.71,0.58,0.89,2.50,2.93,2.49,2.95,0.77,1.15
6372.5,3.77,3.50,2.50,2.49,0.40,2.90,1.01,1.64,0.57,0.91,2.48,2.88,2.23,2.95,0.73,1.12
6373.5,3.19,2.66,2.43,2.06,0.28,2.42,0.80,1.38,0.50,0.76,1.91,2.40,1.86,2.40,0.64,1.05
6374.5,2.39,1.97,1.81,1.56,0.21,1.80,0.56,1.06,0.39,0.59,1.40,1.91,1.30,1.91,0.46,0.80
6375.5,1.63,1.43,1.18,1.08,0.15,1.28,0.39,0.73,0.24,0.38,0.93,1.28,0.89,1.32,0.31,0.54
6376.5,1.09,1.02,0.71,0.69,0.12,0.83,0.28,0.48,0.17,0.26,0.60,0.83,0.60,0.88,0.20,0.34
6377.5,0.56,0.54,0.33,0.34,0.06,0.43,0.14,0.23,0.08,0.12,0.31,0.39,0.31,0.41,0.10,0.17
8528.5,0.89,1.28,0.32,0.49,0.18,0.65,0.24,0.34,0.12,0.19,0.52,0.57,0.55,0.62,0.15,0.21
8529.5,2.40,3.52,0.86,1.31,0.46,1.79,0.65,0.94,0.32,0.49,1.43,1.53,1.49,1.63,0.43,0.53
8530.5,3.59,4.37,1.54,1.99,0.60,2.58,0.99,1.41,0.47,0.72,2.01,2.75,2.18,2.27,0.60,0.79
8531.5,4.13,4.01,2.30,2.23,0.54,3.01,1.11,1.62,0.56,0.86,2.26,2.55,2.31,2.58,0.72,0.96
8532.5,4.06,3.27,2.71,2.32,0.37,2.84,1.06,1.61,0.58,0.80,2.19,2.50,2.11,2.54,0.69,0.98
8533.5,3.30,2.35,2.63,2.04,0.23,2.40,0.81,1.32,0.49,0.69,1.77,2.15,1.67,2.08,0.52,0.87
8534.5,2.01,1.44,1.71,1.27,0.14,1.59,0.47,0.93,0.33,0.49,1.09,1.48,1.09,1.51,0.38,0.67
8535.5,0.91,0.73,0.69,0.58,0.08,0.72,0.22,0.42,0.15,0.22,0.53,0.69,0.50,0.75,0.18,0.31
8536.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8537.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
