HOY,Head,Chest,Back,Pelvis,Left_shoulder,Right_shoulder,Left_arm,Right_arm,Left_hand,Right_hand,Left_thigh,Right_thigh,Left_calf,Right_calf,Left_foot,Right_foot
1880.5,0.04,0.04,0.02,0.02,0.01,0.03,0.01,0.01,0.00,0.01,0.02,0.03,0.02,0.03,0.01,0.01
1881.5,0.07,0.08,0.03,0.04,0.01,0.05,0.02,0.03,0.01,0.01,0.04,0.04,0.04,0.05,0.01,0.02
1882.5,0.10,0.14,0.04,0.06,0.02,0.09,0.03,0.05,0.01,0.03,0.06,0.09,0.06,0.09,0.02,0.03
1883.5,0.12,0.14,0.06,0.09,0.01,0.11,0.03,0.07,0.02,0.04,0.08,0.12,0.08,0.12,0.03,0.05
1884.5,0.12,0.11,0.09,0.09,0.01,0.11,0.03,0.07,0.02,0.04,0.08,0.12,0.07,0.12,0.03,0.05
1885.5,0.12,0.08,0.11,0.09,0.01,0.10,0.03,0.06,0.02,0.04,0.08,0.11,0.07,0.11,0.03,0.05
1886.5,0.07,0.05,0.06,0.05,0.00,0.06,0.02,0.04,0.01,0.02,0.04,0.06,0.04,0.06,0.02,0.03
1887.5,0.04,0.03,0.03,0.03,0.00,0.03,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.03,0.01,0.01
1888.5,0.03,0.02,0.02,0.02,0.00,0.02,0.01,0.01,0.00,0.01,0.01,0.02,0.02,0.02,0.01,0.01
1889.5,0.01,0.01,0.01,0.01,0.00,0.01,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00
4112.5,0.04,0.04,0.02,0.02,0.00,0.03,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.03,0.01,0.01
4113.5,0.05,0.05,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.01,0.02,0.04,0.03,0.03,0.01,0.01
4114.5,0.05,0.05,0.03,0.04,0.01,0.04,0.01,0.02,0.01,0.01,0.03,0.04,0.03,0.04,0.01,0.01
4115.5,0.06,0.05,0.03,0.04,0.01,0.04,0.01,0.02,0.01,0.01,0.03,0.04,0.03,0.04,0.01,0.02
4116.5,0.06,0.05,0.03,0.04,0.01,0.04,0.01,0.02,0.01,0.01,0.03,0.04,0.03,0.04,0.01,0.02
4117.5,0.05,0.05,0.03,0.04,0.01,0.04,0.01,0.02,0.01,0.01,0.03,0.04,0.03,0.04,0.01,0.02
4118.5,0.05,0.04,0.03,0.03,0.00,0.03,0.01,0.02,0.01,0.01,0.02,0.04,0.03,0.04,0.01,0.01
4119.5,0.04,0.03,0.02,0.03,0.00,0.03,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.03,0.01,0.01
4120.5,0.03,0.03,0.02,0.02,0.00,0.02,0.01,0.01,0.00,0.01,0.02,0.02,0.02,0.02,0.01,0.01
4121.5,0.02,0.02,0.02,0.02,0.00,0.02,0.01,0.01,0.00,0.01,0.01,0.02,0.01,0.02,0.00,0.01
6368.5,0.04,0.04,0.02,0.02,0.01,0.03,0.01,0.01,0.00,0.01,0.02,0.03,0.02,0.03,0.01,0.01
6369.5,0.07,0.07,0.03,0.03,0.01,0.05,0.02,0.02,0.01,0.01,0.03,0.04,0.03,0.04,0.01,0.01
6370.5,0.09,0.12,0.04,0.06,0.01,0.08,0.02,0.05,0.01,0.03,0.05,0.08,0.06,0.08,0.02,0.03
6371.5,0.11,0.12,0.06,0.08,0.01,0.10,0.03,0.06,0.02,0.03,0.07,0.11,0.07,0.12,0.02,0.04
6372.5,0.08,0.07,0.06,0.06,0.01,0.07,0.02,0.05,0.01,0.03,0.04,0.08,0.04,0.08,0.02,0.04
6373.5,0.07,0.05,0.07,0.05,0.01,0.06,0.02,0.04,0.01,0.02,0.04,0.07,0.04,0.07,0.02,0.03
6374.5,0.05,0.04,0.05,0.04,0.00,0.04,0.01,0.03,0.01,0.01,0.03,0.05,0.03,0.04,0.01,0.02
6375.5,0.03,0.03,0.02,0.02,0.00,0.02,0.01,0.01,0.00,0.01,0.02,0.03,0.02,0.03,0.01,0.01
6376.5,0.02,0.02,0.01,0.01,0.00,0.02,0.01,0.01,0.00,0.00,0.01,0.02,0.01,0.02,0.00,0.01
6377.5,0.01,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00
8528.5,0.04,0.08,0.01,0.02,0.01,0.03,0.01,0.02,0.00,0.01,0.03,0.03,0.03,0.04,0.01,0.01
8529.5,0.23,0.40,0.04,0.11,0.05,0.16,0.06,0.09,0.03,0.04,0.14,0.14,0.16,0.17,0.04,0.05
8530.5,0.48,0.69,0.13,0.26,0.10,0.36,0.15,0.20,0.06,0.11,0.34,0.30,0.34,0.34,0.10,0.11
8531.5,0.59,0.63,0.27,0.36,0.09,0.45,0.19,0.25,0.09,0.14,0.41,0.40,0.39,0.41,0.12,0.14
8532.5,0.59,0.41,0.48,0.40,0.04,0.43,0.18,0.25,0.09,0.13,0.41,0.41,0.35,0.39,0.12,0.15
8533.5,0.41,0.20,0.46,0.30,0.01,0.32,0.09,0.19,0.07,0.10,0.30,0.30,0.25,0.30,0.09,0.13
8534.5,0.15,0.07,0.17,0.12,0.00,0.14,0.03,0.09,0.03,0.05,0.10,0.13,0.10,0.15,0.04,0.08
8535.5,0.02,0.02,0.02,0.02,0.00,0.02,0.01,0.02,0.00,0.01,0.02,0.03,0.02,0.04,0.01,0.02
8536.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8537.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
