chest,head,back,pelvis,leftarm,leftleg,leftfoot,lefthand,leftshoulder,leftthigh,rightarm,rightleg,rightfoot,righthand,rightshoulder,rightthigh
3.388,2.449,0.958,1.393,0.625,1.45,0.436,0.293,0.397,1.41,0.948,1.843,0.577,0.502,1.779,1.565
4.805,3.574,1.397,2.006,0.959,2.204,0.644,0.453,0.59,2.108,1.447,2.624,0.893,0.742,2.606,2.449
5.87,4.322,1.879,2.651,1.243,2.972,0.876,0.608,0.705,2.791,1.957,3.365,1.171,1.003,3.27,3.157
5.3,4.861,2.486,3.171,1.35,3.07,0.974,0.7,0.712,3.089,2.042,3.722,1.388,1.107,3.808,3.493
4.459,4.744,2.973,3.126,1.33,2.882,0.948,0.696,0.501,3.09,1.971,3.679,1.44,1.109,3.673,3.458
3.442,4.149,2.998,2.806,1.047,2.305,0.82,0.62,0.356,2.606,1.826,3.321,1.309,1.008,3.119,3.175
2.566,3.099,2.469,2.13,0.774,1.813,0.644,0.499,0.251,1.931,1.393,2.479,1.094,0.794,2.489,2.421
1.831,2.135,1.606,1.56,0.542,1.246,0.445,0.364,0.203,1.325,1.011,1.842,0.766,0.576,1.647,1.716
1.373,1.406,1.012,0.994,0.371,0.856,0.272,0.214,0.145,0.848,0.648,1.16,0.48,0.346,1.111,1.073
0.778,0.783,0.51,0.507,0.204,0.455,0.15,0.118,0.09,0.463,0.339,0.636,0.239,0.188,0.607,0.601
2.665,2.016,0.93,1.222,0.545,1.316,0.379,0.293,0.342,1.177,0.862,1.555,0.555,0.451,1.565,1.442
3.163,2.479,1.133,1.591,0.689,1.754,0.496,0.365,0.379,1.53,1.076,1.993,0.703,0.588,1.917,1.987
3.377,2.75,1.389,1.853,0.818,1.944,0.582,0.429,0.462,1.825,1.207,2.372,0.853,0.689,2.214,2.148
3.299,2.879,1.668,2.085,0.882,1.871,0.637,0.467,0.387,1.914,1.356,2.422,0.981,0.717,2.331,2.338
2.859,2.913,1.953,2.159,0.876,1.822,0.605,0.468,0.332,1.871,1.28,2.501,0.962,0.737,2.379,2.411
2.545,2.593,1.879,1.991,0.712,1.638,0.554,0.412,0.276,1.664,1.174,2.323,0.914,0.64,2.075,2.173
2.107,2.224,1.591,1.616,0.579,1.318,0.449,0.354,0.207,1.374,1.021,1.84,0.789,0.561,1.683,1.864
1.764,1.837,1.226,1.266,0.472,1.057,0.365,0.276,0.188,1.111,0.822,1.509,0.595,0.434,1.396,1.444
1.48,1.504,0.999,1.0,0.389,0.869,0.298,0.222,0.18,0.875,0.633,1.213,0.493,0.349,1.125,1.184
1.249,1.215,0.746,0.767,0.321,0.703,0.23,0.184,0.15,0.695,0.516,0.936,0.372,0.27,0.952,0.912
3.231,2.238,0.839,1.201,0.606,1.377,0.383,0.308,0.404,1.289,0.904,1.647,0.531,0.464,1.664,1.463
4.268,3.031,1.174,1.76,0.861,1.96,0.571,0.43,0.549,1.876,1.337,2.296,0.771,0.644,2.32,2.153
4.639,3.702,1.609,2.182,1.079,2.337,0.705,0.499,0.613,2.283,1.588,2.825,0.992,0.833,2.783,2.62
4.144,3.947,2.112,2.515,1.098,2.499,0.775,0.534,0.501,2.491,1.691,2.959,1.114,0.902,2.97,2.841
3.436,3.766,2.533,2.496,0.998,2.288,0.738,0.553,0.398,2.365,1.634,2.814,1.133,0.871,2.894,2.794
2.574,3.087,2.423,2.102,0.805,1.823,0.646,0.49,0.276,1.9,1.391,2.488,0.994,0.774,2.386,2.326
1.99,2.302,1.889,1.631,0.548,1.292,0.464,0.391,0.212,1.359,1.048,1.901,0.794,0.554,1.821,1.798
1.397,1.603,1.156,1.006,0.377,0.885,0.31,0.234,0.148,0.922,0.72,1.328,0.552,0.398,1.241,1.25
1.018,1.101,0.714,0.701,0.278,0.602,0.212,0.161,0.112,0.602,0.462,0.824,0.331,0.246,0.818,0.806
0.522,0.553,0.343,0.337,0.136,0.311,0.103,0.08,0.062,0.312,0.226,0.41,0.161,0.118,0.415,0.405
1.307,0.898,0.32,0.474,0.25,0.557,0.157,0.117,0.159,0.502,0.36,0.61,0.206,0.18,0.65,0.56
3.438,2.497,0.803,1.273,0.666,1.56,0.421,0.329,0.473,1.399,0.936,1.615,0.521,0.507,1.836,1.481
4.244,3.533,1.422,1.848,0.998,2.022,0.608,0.466,0.618,2.081,1.359,2.3,0.805,0.712,2.643,2.235
4.157,4.129,2.114,2.276,1.109,2.297,0.686,0.563,0.537,2.281,1.564,2.626,0.976,0.805,2.988,2.59
3.259,4.003,2.715,2.302,1.071,2.111,0.671,0.584,0.36,2.136,1.585,2.439,0.978,0.829,2.887,2.57
2.292,3.178,2.641,2.011,0.806,1.609,0.543,0.51,0.242,1.666,1.322,2.062,0.866,0.689,2.45,2.186
1.489,2.001,1.706,1.296,0.476,1.097,0.384,0.316,0.135,1.075,0.929,1.537,0.612,0.515,1.573,1.415
0.747,0.932,0.685,0.575,0.218,0.508,0.175,0.139,0.077,0.525,0.408,0.734,0.313,0.231,0.737,0.674
0.004,0.004,0.002,0.003,0.001,0.002,0.001,0.0,0.001,0.001,0.001,0.003,0.001,0.001,0.002,0.003
0.004,0.004,0.002,0.003,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.002,0.003
